TITULO_ORIGINAL;PUBLICO;ANO_LANCAMENTO;CLASSIFICACAO;GENEROS;ATORES_PRINCIPAIS;DIRETORES;PRODUTORAS
LES MISÉRABLES;23317;2012;14;História, Drama;Hugh Jackman, Russell Crowe, Amanda Seyfried, Anne Hathaway, Eddie Redmayne, Sacha Baron Cohen, Helena Bonham Carter, Aaron Tveit, Samantha Barks, Daniel Huttlestone, Fra Fee, Hugh Skinner, Alistair Brammer, Killian Donnelly, Adam Pearce, Ian Pirie, Tim Downie, Bertie Carvel, Colm Wilkinson, Michael Jibson, Isabelle Allen, Natalya Wallace, Tony Rohr, Richard Dixon, Andy Beckwith, Stephen Bent, Heather Chasen, Georgie Glen, Andrew Havill, Stephen Tate, Nicola Sloane, Daniel Evans, Adrian Scarborough, David Cann, Dick Ward, Keith Dunphy, Ashley Artus, Cavin Cornwall, Josef Altin, David Hawley, Adam Jones, John Barr, Paul Thornley, Paul Howell, Kate Fleetwood, Hannah Waddingham, Clare Foster, Kirsty Hoiles, Jenna Boyd, Alice Fearn, Alison Tennant, Marilyn Cutts, Cathy Breeze, John Albasiny, David Stoller, Ross McCormack, Jaygann Ayeh, Julia Worsley, Frances Ruffelle, Lynne Wilmot, Charlotte Spencer, John Surman, James Simmons, Polly Kemp, Julian Bleach, Marc Pickering, Phil Snowden, Hadrian Delacey, Lottie Steer, Sam Parks, Mark Donovan, Lewis Kirk, Leighton Rafferty, Peter Mair, Jack Chissick, Norma Atallah, Dianne Pilkington, Robyn North, Patrick Godfrey, Mark Roper, Paul Leonard, Miles Roughley, Cameron Strefford, Alfie Davis, Joseph West, Joel Phillimore, Jacqueline Dankworth, Amelia Jefford, Chris Barnes, Richard Cordery, Gabriel Vick, George Blagden, Stuart Neal, Iwan Lewis, Katy Secombe, Michael Sarne, John Warnaby, Freya Parks, Hadley Fraser, Linzi Hateley, Gemma Wardle, Gina Beck, Katie Hall, Lisa Hull, Andrea Deck, Jessica Duncan, Kerry Ingram, Richard Bremmer, Leslie Csuth, Eleanor Bruce, Emma Dukes, Stephen Matthews, Peter Saracen, Sebastian Sykes, Phil Zimmerman, Bessie Carter, Helen Cotterill, Tricia Deighton, Mandy Holliday, Charlotte Hope, Jackie Marks, Sara Pelosi, Mary Roscoe, Amelia Scaramucci, Caroline Sheen, Rachael Archer, Lorna Brown, Antonia Clarke, Mary Cormack, Sonya Cullingford, Holly Dale Spencer, Amy Griffiths, Fania Grigoriou, Amanda Henderson, Alexia Khadime, Luisa Lazzaro, Gemma O'Duffy, Amy Ellen Richardson, Olivia Rose-Aaron, Robyn Miranda Simpson, Rachel Stanley, Nancy Sullivan, Rebecca Sutherland, Tabitha Webb, Gerard Bentall, Tony Bignell, Michael Cahill, Richard Colson, Kerry Ellis, Simon Fisher-Becker, Sarah Flind, Kelly-Anne Gower, James Greene, Nick Holder, Chris Howell, Alison Jiear, Terence Keely, Martin Marquez, Sally Mates, Jeff Nicholson, Adam Searles, Simon Shorten, Juliet Alderice, Sean Buckley, Valerie Cutko, Spike Grimsey, Matt Harrop, Georgina Jackson, Perry Millward, Phil Philmar, Joyce Springer, Julie Stark, Dominic Applewhite, Matthew Corner, Andy Coxon, Jonathan Dudley, Rhidian Marc, Chris Milford, Jamie Muscato, Joseph Peters, David Roberts, Stevee Davies, Jonny Purchase, Matt Seadon Young, Jos Slovick, Matthew Seadon-Young, Samuel J. Weir, Sophie Huchinson, Ella Hunt, Claire Machin, Brenda Moore, Mischa Purnell, Annette Yeo, Josephine Darvill-Mills, Jennifer Essex, Vicky Evans, Edward Lewis French, Nigel Garton, Lynn Jezzard, Nicholas Keegan, Steve Kirkham, Vanessa Lee Hicks, Ian Parsons, Gemma Payne, Clinten Pearce, Claire Piquemal, Aaron Sillis, Ian Waller, Joshua Wichard, Kevin Hudson, Nathanjohn Carter;Tom Hooper;Universal Pictures, Working Title Films, Cameron Mackintosh Ltd., Relativity Media, Working Title Films
DEN STYGGE STESØSTEREN;23289;2025;18;Terror, Comédia, Drama;Lea Mathilde Skar-Myren, Ane Dahl Torp, Thea Sofie Loch Næss, Flo Fagerli, Isac Calmroth, Malte Gårdinger, Ralph Carlsson, Cecilia Forss, Katarzyna Herman, Adam Lundgren, Willy Ramnek Petri, Kyrre Hellum, Isac Aspberg, Albin Weidenbladh, Oksana Czerkasyna, Richard Forsgren, Paweł Janyst, Piotr Czarnecki, Agnieszka Żulewska, Staffan Kolhammar, Philip Lenkowsky;Emilie Blichfeldt;Mer Film, Lava Films, MOTOR, Scanbox Production, Zentropa International Sweden, Mediefondet Zefyr, Film i Väst
LOVE LIES BLEEDING;23238;2024;16;Crime, Romance, Thriller;Kristen Stewart, Katy O'Brian, Ed Harris, Dave Franco, Jena Malone, Anna Baryshnikov, Orion Carrington, Matthew Blood-Smyth, David DeLao, Hilary Fleming, Eldon Jones, Catherine Haun, Keith Jardine, Jerry G. Angelo, Tait Fletcher, Jamie Javier Guerreo, Roger Ivens, Kim S. Monti, Mikandrew, Lontrell Anderson, Crystal Mayes;Rose Glass;Film4 Productions, Escape Plan, A24, Lobo Films
PORTA DOS FUNDOS - CONTRATO VITALÍCIO;23209;2016;12;Comédia;Fábio Porchat, Gregório Duvivier, Thati Lopes, Luís Lobianco, João Vicente de Castro, Antonio Tabet, Rafael Portugal, Marcos Veras, Júlia Rabello, Gabriel Totoro, Chico Salgado, Marília Gabriela, Nelson Rubens, Sérgio Mallandro, Naldo Benny, Xuxa, João Lucas Romero, Edgar Duvivier, Carolina Alves, Sasha Pascarelli, Luis Machado, Luciana Novak, Julia Cartier Bresson, Ana Clara Malvar, Diana Herzog, Rachel Tanugi Ribas, Chan Suan, Miguel Pinheiro, Alexandre Liuzzi, Gabriel Esteves, Gustavo Miranda, Luiza Castro, Raffael Pietro, Gabriel Galvão, David Herman, Michel Bercovitch, Leonardo Teatini, Eber Inácio, Simone Mazzer, Sidnei Oliveira, Jonas Mourilhe, Leonardo França Tabet, Pedro França Tabet, Alexandre Ottoni, Deive Pazos, Léo Áquilla, Andressa Mello, Barbara Aires, Sabrina Boing Boing, Hamilton Dias, Jefferson Schroeder, Victor Leal, Camillo Borges, Mirella Vitória, Felipe Absalão, Samuel Toledo, Felipe Ruggeri, Gustavo Chagas, Vinicius Videla, Ana Felipe;Ian SBF;Paramount Pictures, Paris Filmes, Porta dos Fundos, Telecine
CATS AND DOGS 3: PAWS UNITE!;23159;2020;10;Família, Comédia, Ação;Melissa Rauch, Max Greenfield, George López, Callum Seagram Airlie, Sarah Giles, Lauren K. Robek, John Murphy, Paul Dobson, Garry Chalk, Michael Daingerfield, Michael Meneer, Andy Thompson, Matt Afonso, James Rha, Pauline Newstone, Sunni Westbrook, Christina Lewall, Noel Johansen, Ian Hanlin, Ingrid Nilson, Princess Davis, Kareem Malcolm, Ryan Jefferson Booth, Natalie von Rotsburg, Teague Higgins, Akiz Aguma, Maya Victoria Mateo, Ava Kelders, Jojo Ahenkorah, Edwin Perez, Andrea Libman, Megan Peta Hill;Sean McNamara;Warner Bros. Pictures
ETERNITY;23103;2025;14;Romance, Comédia, Drama;Elizabeth Olsen, Miles Teller, Callum Turner, Da'Vine Joy Randolph, John Early, Barry Primus, Betty Buckley, Darryl Scheelar, Danny Mac, Damon Johnson, Lucy Turnbull, Christie Burke, Sebastian Billingsley-Rodriguez, Patrick Freyne, Angela Galanopoulos, Bianca Foscht, Brett Willis, Carson Bokenfohr, Meg Roe, Taliya Evans, Panta Mosleh, Matthew McFetridge, Karl Reay, David C. Jones, Kristina Capati, Justin Stone, Brandi Alexander, Mark Pariñas, Leanne Buchanan, Jeff Sanca, Devielle Johnson, Synthia Kiss, David Z. Cohen, Aman Mann, Soheila Vatandoost, Ryan Beil, Olga Merediz, Jamie Crozier, Noah Bromley, Erik Gow, Peter D'Souza, Andrew McNee, Jon Ray Dy Buco, Brady Droulis, Elodie Venece, Riun Garner, Francis Hugh Gardere, Jennifer Oleksiuk, Eva Ferguson, Olga Petsa;David Freyne;A24, Star Thrower Entertainment
O FILHO ETERNO;23095;2016;12;Drama, Família;Marcos Veras, Débora Falabella, Nila, Augusto Madeira, Uyara Torrente, Rodrigo Ferrarini, Luiz Bertazzo, Greice Barros, Lourinelson Vladmir, Alexandre Zampier, Gabriel Gorosito, Mariana Ribeiro, André Gonçalves Teixeira, Zeca Cenovicz, Giovana Soar, Cleydson Nascimento, Helena Tezza, Lucas Neves, Laura Haddad, Kauê Persona, Maria Cláudia, Luiz Felipe Leprevost, Ana Clara Fischer, Marcel Szymanski, Janjah, Andrew Knoll;Paulo Machline;RT Features
A JAULA;23083;2022;16;Thriller;Chay Suede, Alexandre Nero, Mariana Lima, Astrid Fontenelle, Maurício de Barros, Marco Bravo, Ayomi Domenica, Felipe Calixto, Rick Conté, Anderson Jader, Marcos Toledo, Renata Flores, Pedro Caetano, Gabriela Moreno, Dudu Sá;João Wainer;Cinecolor, Star Original Productions, Tx Filmes, Moovie Productions
CAPTIVE STATE;23028;2019;14;Ficção científica, Ação, Thriller;John Goodman, Ashton Sanders, Jonathan Majors, Vera Farmiga, Kevin Dunn, Kevin J. O'Connor, Alan Ruck, Ben Daniels, James Ransone, D. B. Sweeney, mgk, Madeline Brewer, Caitlin Ewald, Lawrence Grimm, Guy Van Swearingen, Elena Marisa Flores, Rene L. Moreno, Yasen Peyankov, Ta'Rhonda Jones, Shannon Cochran, Patrese McClain, Chike Johnson, Megan Brooke Long, Chronicle Ganawah, Alex Henderson, Lucien Cambric, KiKi Layne, Avery Lee, Bries Vannon, Jason Bradley, James Hatten, Christian Isely, Laura Fisher, Steve Herson, Marc Grapey, Eric C. Lynch, José Antonio García, Kelly Cole, Danny Goldring, Michael Christopher Collins, Julius Mercer, David J. Height, Robert Forte Shannon III, Meghan Murphy, Wendi Weber, Mickey O'Sullivan, Ronald L. Conner, Jane Baxter Miller, Matthew Lucki, Cyrus Alexander, Ilyssa Fradin, Linsey Page Morton, Marcos Barnes, John Brady, Greg Nicotero, Zach Thomas, Collin Woldt, Brian 'Wolfman Black' Bowman, Carey Jones, Lizzy Leigh, Mino Mackic, Jackie Saland, Giota Trakas, Otis Winston, Ashland Thomas;Rupert Wyatt;Participant, Lightfuse & Gettaway
AMANT DOUBLE;23018;2017;18;Romance, Thriller, Drama;Marine Vacth, Jérémie Renier, Jacqueline Bisset, Myriam Boyer, Dominique Reymond, Fanny Sage, Jean-Édouard Bodziak, Antoine de La Morinerie, Jean-Paul Muel, Keisley Gauthier, Tchaz Gauthier, Clemence Trocque, Pascal Aubert, Guillaume Le Pape, Benoît Giros;François Ozon;Mars Films, FOZ, Mandarin Cinéma
ALICE THROUGH THE LOOKING GLASS;22938;2016;L;Aventura, Família, Fantasia;Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Sacha Baron Cohen, Matt Lucas, Alan Rickman, Stephen Fry, Michael Sheen, Timothy Spall, Barbara Windsor, Meera Syal, Lindsay Duncan, Leo Bill, Geraldine James, Andrew Scott, Ed Speleers, Richard Armitage, Hattie Morahan, Amelia Crouch, Leilah de Meza, Louis Ashbourne Serkis, Rhys Ifans, Simone Kirby, Eve Hedderwick Turner, Frederick Warder, Tom Godwin, Siobhan Redmond, Joe Hurst, Oliver Hawkes, Paul Whitehouse, Matt Vogel, Paul Hunter, Wally Wingert, Owain Rhys Davies, Andrew Sachs, Edward Petherbridge, Kyle Hebert, Joanna Bobin, Frances de la Tour, Daniel Hoffmann-Gill, Matt Wilman, Jamie Baughan, Richard Syms, Neil Edmond, Carol Been, Ross Carpenter, Melissa Collier, Heather Craig, Janine Craig, Leigh Daniels, Jules Davison, Matt Dempsey, Nikki Dunsford, Stephanie Elstob, Steve Fortune, Jane Fowler, Adam Galbraith, Chris Grierson, Dale Mercer, William Mowat, Cris Penfold, Carl Walker, Kraig Thornber, Claire Winsper, Siobhán McSweeney, Alexander Bracq, Isaac Andrews, Adam Burton, Ross Green, Matt Hookings, Bomber Hurley Smith, Martyn Mayger, Steve Saunders, Mike Simmrin, Johanna Smitz, Bill Thomas, Karl Farrer;James Bobin;Legend3D, Walt Disney Pictures, Roth Films, Team Todd, Tim Burton Productions
MULEQUE TÉ DOIDO 4 - MORREU MARIA PREÁ!;22823;2024;Não Informado;Comédia;Marcos Santos, Júnior André, Nikima El Mago, Ruan do Vale, Erlanes Duarte, Hill Frazão, Dedé Santana;Erlanes Duarte;Raça Ruim Filmes, Lengo Studius
FROM THE LAND OF THE MOON;22703;2016;Não Informado;Drama, Romance;Marion Cotillard, Louis Garrel, Àlex Brendemühl, Brigitte Roüan, Victoire du Bois, Aloïse Sauvage, Daniel Para, Jihwan Kim, Victor Quilichini, Ange Black-Bereyziat, Sören Rochefort, Camilo Acosta Mendoza, Francisco Alfonsin, Julio Bollullo Carasco, Folco Jullien, Maurice Chaspoul, Alexandre Dufour, Pierre Alloggia, Arthur Igual, Inès Grunenwald, Jérôme Chappatte, Michael Evans, Rabea Egg, Polydoros Vogiatzis, Elian Planes, Frédéric Bélier-Garcia, Michelle Goddet, Stéphane Roger, Pierre Brichese, Maxime Flourac, Richard Bagno, Santiago Blanco, François dos Santos, Bernardo Guillen, Emilio Martinez Alarcon, Mathilde Dromard, Anne Crestey, Gwendoline Fiquet, Caroline Megglé;Nicole Garcia;Les Productions du Trésor, StudioCanal, Lunanime, France 3 Cinéma
DOWNTON ABBEY: THE GRAND FINALE;22574;2025;12;Drama, Romance;Michelle Dockery, Hugh Bonneville, Elizabeth McGovern, Phyllis Logan, Jim Carter, Laura Carmichael, Joanne Froggatt, Allen Leech, Michael Fox, Sophie McShera, Robert James-Collier, Brendan Coyle, Penelope Wilton, Raquel Cassidy, Lesley Nicol, Kevin Doyle, Harry Hadden-Paton, Dominic West, Paul Giamatti, Arty Froushan, Alessandro Nivola, Simon Russell Beale, Joely Richardson, Paul Copley, Douglas Reith, Marilyn Cutts, Lorna Nickson Brown, Daisy May, Sophie Colquhoun, Lucy Briers, Rose Galbraith, Lisa Dillon, Eva Samms, Karina Samms, Esme Creegan, Oliver Barker, Zac Barker, Sarah Crowden, Fifi Hart, Lucy Black, Nathan Wiley, Peter Sandys-Clarke, Archer Robbins, Stuart Barrett, Deborah Bundy, Joshua Eldridge-Smith, Theo Fraser Steele, Victoria Hanlon-Martinez, Graeme Henderson, Mark Joslin, Lewis Kennedy, Luci MacNair, Kate Milone, Joshua Moody, Dave Perry, Josselyn Ryder, Laura Schofield, Jenny Wall, Jean-Pascal Heynemand, Alastair King, Karl-James Langford, Stephen McKay, Leah Perkins, Nick Owenford, Dave Simon, Robert Paul, Nathan Hall;Simon Curtis;Carnival Films, Focus Features
PINK FLOYD AT POMPEII – MCMLXXII;22561;1972;12;Música, Documentário;Roger Waters, David Gilmour, Richard Wright, Nick Mason;Adrian Maben;BR, ORTF, RM Productions Fernseh- und Filmgesellschaft, RTBF
EL ULTIMO LLAMADO DE MARÍA;22501;2023;12;Documentário, Drama;Marija Pavlović, Vicka Ivanković, Ivan Dragičević, Fr. Jozo Zovko ofm, Padre Francisco Verar;Erik Cotrina;
MADRES PARALELAS;22462;2021;14;Drama;Penélope Cruz, Milena Smit, Israel Elejalde, Aitana Sánchez-Gijón, Rossy de Palma, Julieta Serrano, Arantxa Aranguren, Adelfa Calvo, José Javier Domínguez, Trinidad Iglesias, Inma Ochoa, Ana Peleteiro, Daniela Santiago, Chema Adeva, Luna Auria Contreras, Agustín Almodóvar, Carmen Flores Sandoval, Alice Davies, Ainhoa Santamaría, Julio Manrique, María Jesús Hoyos, Mar Vidal, Lorenzo Profilio, Edy Pérez, Amets Iriondo, Adrián Navas, Yohana Yara, Pedro Casablanc, Carlotta Castro Bohórquez, Eira Rey Enríquez;Pedro Almodóvar;El Deseo, TVE
DARK CRIMES;22457;2016;18;Drama, Thriller;Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Kati Outinen, Vlad Ivanov, Robert Więckiewicz, Agata Kulesza, Piotr Głowacki, Julia Gdula, Zbigniew Zamachowski, Danuta Kowalska, Zygmunt Jozefczak, Marianna Figurska, Anna Polony, Marcin Stec, Katarzyna Warnke, Marcel Sabat, Anna Moskal, Michał Kitliński, Dominika Bednarczyk, Mateusz Dewera, Kasia Kołeczek, Łukasz Garlicki, Marta Kownacka, Piotr Kosiba, Bartosz Waga, Marcin Molik, Pawel Janisow, Małgorzata Krukowska, Paweł Okraska, Katarzyna Afek;Αλέξανδρος Αβρανάς;RatPac Entertainment, Gerson Film, InterTitle Films, Opus Film, Some Kind of Garden, Saban Films, Los Angeles Media Fund, Krakowskie Biuro Festiwalowe
DEUX MOI;22437;2019;Não Informado;Drama, Romance, Comédia;François Civil, Ana Girardot, Camille Cottin, François Berléand, Simon Abkarian, Eye Haïdara, Rebecca Marder, Pierre Niney, Zinedine Soualem, Virginie Hocq, Paul Hamy, Marie Bunel, Patrick d'Assumçao, Garance Clavel, Vincent Scalera, Emmanuelle Bouaziz, Satya Dusaugey, Brune Renault, Candice Bouchet, Quentin Faure, Jeanne Arènes, Michel Lerousseau, Renée Le Calm;Cédric Klapisch;StudioCanal, France 2 Cinéma, Panache Productions, Proximus, Move Movie, La Compagnie Cinématographique, Ce qui me meut motion pictures
HOTEL ARTEMIS;22423;2018;16;Ficção científica, Crime, Ação, Thriller, Drama;Jodie Foster, Sterling K. Brown, Sofia Boutella, Jeff Goldblum, Brian Tyree Henry, Jenny Slate, Zachary Quinto, Charlie Day, Dave Bautista, Kenneth Choi, Father John Misty, Evan Jones, Nathan Davis Jr., Ramses Jimenez, Angela Sprinkle, Lloyd Sherr, Baldeep Singh, Brandon Morales, Tanner Gill, Bruce Concepcion, Travis Parker, Antal Kalik, Lauren Sivan, Sarah Shankman, Mark Kubr, Kate Higgins, Elizabeth Laime, Mason Shea Joyce, James Rackstraw, Matt Morgan, Adam Burnette, Alonzo Duncan, Emmet Flores, Takahiro Fukuda, Ed Gage, Lee John Gilligan, Luis Richard Gomez, Fatimah Hassan, Khafre King, Lee Coc, Lozoya Jr., Kit Meyering, JLouis Mills, Geraldine Moreno, Andrew Morgado, Noelle Therese Mulligan, Sandra Rosko, Max Valentine, Lily Von Isenberg;Drew Pearce;The Ink Factory, Marc Platt Productions, Point of No Return, 127 Wall
PEPPA'S CINEMA PARTY;22386;2024;Não Informado;Animação, Família;Amelie Bea Smith, John Sparkes, Richard Ridings, Morwenna Banks, Alice May, David Rintoul, Severine Howell-Meri, Robyn Elwell, Tallulah Conabeare, Leo Templer, Sarah Ann Kennedy, Darcie Smith, John Sparkes, Brian Blessed, Frances White, Alexander Armstrong, Joris van Hulzen, Judy Flynn, Pernille Lyneborg, Jamie Badminton, Aleah Aberdeen, Jen Pringle, Katy Perry, Orlando Bloom, Lily Snowden-Fine;Andrea Tran, Gretchen Mallorie;Hasbro Entertainment, Karrot Animation
SOLO LEVELING – REAWAKENING;22369;2024;Não Informado;Ação, Aventura, Fantasia, Animação;Taito Ban, Genta Nakamura, Haruna Mikawa, Reina Ueda, Daisuke Hirakawa, Hiroki Touchi, Banjo Ginga, Makoto Furukawa;中重俊祐;Aniplex, A-1 Pictures
DOUBLES VIES;22320;2018;Não Informado;Comédia, Drama, Romance;Guillaume Canet, Juliette Binoche, Vincent Macaigne, Christa Théret, Nora Hamzawi, Pascal Greggory, Laurent Poitrenaux, Sigrid Bouaziz, Lionel Dray, Nicolas Bouchaud, Antoine Reinartz, Aurélia Petit, Thierry de Peretti, Violaine Gillibert, Jean-Luc Vincent, Laëtitia Spigarelli, Stéphane Roger, David Blot, Jeanne Candel, Olivia Ross, Jean-François Auguste;Olivier Assayas;CG Cinéma, Vortex Sutra, ARTE France Cinéma, Playtime
LUIZ GONZAGA - LEGUA TIRANA;22246;2025;14;Drama, História;Kayro Oliveira, Wellington Lugo, Chambinho do Acordeon, Claudia Ohana, Luiz Carlos Vasconcelos, Tonico Pereira, Joquinha Gonzaga, Reginaldo Vieira, Alexandre Morais, Eliana Figueiredo, Erivaldo Oliveira, Bule-Bule, Soia Lira, Raissa Xavier, Ivanildo Gomes Nogueira, Bruno Goya;Marcos Carvalho, Diogo Fontes;Mont Serrat Filmes
PRONTO, FALEI. E A HISTÓRIA DE COMO ISSO ACONTECEU;22204;2022;14;Comédia, Drama;Nicolas Prattes, Rômulo Arantes Neto, Duda Santos, Kéfera Buchmann, Kauê Telloli, Fábio Herford, Bruna Tomio, Victor Moretti, Juliana Lourenção, Victor Mendes, Bella Marcatti, Felipe Hintze, Bryan Ruffo;Michel Tikhomiroff;Telecine, Imagem Filmes, Mixer Films
GHOSTBUSTERS 2;21971;2014;Não Informado;Documentário;Dan Aykroyd, Ivan Reitman, Geoff Boucher;;
FATHER MOTHER SISTER BROTHER;21956;2025;14;Comédia, Drama;Tom Waits, Adam Driver, Mayim Bialik, Charlotte Rampling, Cate Blanchett, Vicky Krieps, Sarah Greene, Indya Moore, Luka Sabbat, Françoise Lebrun, Beatrice Domond, Stephen Ostrowski, Eduardo Hoffman, Daire Mcgorman, Dave Murphy, Tom O'Reilly, Sébastien Rolando-Lapierre, Sarah Ribeiro, Philippe Azoury;Jim Jarmusch;Badjetlag, Hail Mary Pictures, Saint Laurent Productions, MUBI, The Apartment Pictures, Les Films du Losange, Weltkino, Cinema Inutile, Fís Éireann/Screen Ireland, Vague Notion, CG Cinéma, Saint Laurent
WARFARE;21879;2025;16;Guerra, Ação;D'Pharaoh Woon-A-Tai, Will Poulter, Cosmo Jarvis, Kit Connor, Finn Bennett, Taylor John Smith, Michael Gandolfini, Adain Bradley, Noah Centineo, Evan Holtzman, Henry Zaga, Joseph Quinn, Charles Melton, Aaron Mackenzie, Alex Brockdorff, Joe Macaulay, Laurie Duncan, Jake Lampert, Aaron Deakins, Tom Dunne, Rayhan Ali, Heider Ali, Sima Pollitt, Nathan Altai, Aso Sherabayani, Amira Dutton, Donya Hussen, Inbal Amram, Alexander Angelikis, Marton Virag, John Adkins;Ray Mendoza, Alex Garland;DNA Films, A24
MY HERO ACADEMIA: YOU'RE NEXT;21820;2024;12;Animação, Ação, Aventura, Ficção científica;Daiki Yamashita, 生見愛瑠, Mamoru Miyano, Kenta Miyake, Nobuhiko Okamoto, Yuki Kaji, Ayane Sakura, Kaito Ishikawa, Yoshimasa Hosoya, 真堂圭, Kiyotaka Furushima, Tasuku Hatanaka, Toshiki Masuda, 広橋涼, Eri Kitamura, Marina Inoue, Aoi Yuki, 名塚佳織, 三好晃祐, 西田雅一, Toru Nara, Takuma Nagatsuka, 新垣樽助, Minako Kotobuki, Masaki Terasoma, Yusuke Kobayashi, 魚建, Yuki Ono, Michitake Kikuchi, 青森伸, 堀井茶渡, Tetsu Inada, Yuichi Nakamura, Hikaru Midorikawa, 木下紗華, 高戸靖広, 大隈健太, 鎌苅健太, 八木かおり, 保志総一朗, Hiroki Yasumoto, Tetsuya Kakihara, Mie Sonozaki, 宇垣秀成, Ryoko Shiraishi, Akeno Watanabe, Yuuki Shin, Akio Otsuka, Yuki Onodera, Yuuki Hoshi, 佐藤悠雅, 観世智顕, Tatsuki Kobe, Naoya Miyase, 五味洸一, 鈴木智則, Kentaro Takano, 石井瑞樹, Saki Endo, Hinako Takahashi, 森嵜美穂;岡村天斎;BONES, TOHO, Yomiuri Telecasting Corporation, Shueisha, Nippon Television Network Corporation, dentsu, Sony Music Entertainment (Japan), movic
NADA SERÁ COMO ANTES - A MÚSICA DO CLUBE DA ESQUINA;21781;2024;10;Documentário;Milton Nascimento, Lô Borges, Beto Guedes, Márcio Borges, Wagner Tiso, Toninho Horta, Ronaldo Bastos, Flávio Venturini, Murilo Antunes, Tavinho Moura, Nivaldo Ornelas, Robertinho Silva, Novelli, Nelson Angelo, Luiz Alves, Duca Leal, Telo Borges, Marilton Borges, Paulinho Saturino, Beto Lopes, Paulo Vilara;Ana Rieper;Paladina Filmes, Canal Brasil
SNEAKS;21715;2025;L;Família, Comédia, Aventura, Animação;Anthony Mackie, Martin Lawrence, Swae Lee, Young Miko, Chloe Bailey, Macy Gray, Ella Mai, Mustard, Roddy Ricch, Quavo, Amirah Hall, Kiana Ledé, Bobbito Garcia, Sam Jay, Jonathan Kite, Amari McCoy, Donovan Louis Bazemore, Sky Brown, Rayssa Leal, Rico Rodriguez, Will McCormack, Michael Govier, Andrew Hawkins, Raoul the Dog, Keith David, Chris Paul, Laurence Fishburne;Rob Edwards, Christopher Jenkins;Cinema Gypsy Productions, RTG Features, Modern Toons, Waffle Iron Entertainment, Lengi Studios, RB Venture Partners, Assemblage Entertainment, Ashland Hill Media Finance, Rabbits Black
AH-GA-SSI;21638;2016;18;Thriller, Drama, Romance;김민희, 김태리, 하정우, 조진웅, 김해숙, 문소리, 이용녀, 곽은진, 이동휘, 조은형, 高木りな, Han Ha-na, Lee Kyu-jung, 김시은, 하시연, 김은영, 정하담, Yoo Min-chae, Won Geun-hui, Kim Jong-dae, Jang Han-sun, Kim Lee-woo, 藤本信介, Katsuhiro Nagano, 이지하, 足立智充, 柿澤隆史, 황서윤, 박도영, 이지혜, 허소연, 이윤재, 최종률, 김준우, 배일혁, Kim Soo-woong, 조용현, 박기륭, 최병모, Han Chang-hyun, 김인우, 권혁, 임형태, 오만석, Kim Byung Gi, 김인수, Alexander Scarborough, Jin-Chul Kim, Do-Hyung Kim, Eun-ji Hong, 송다은, 정인겸, 남경민, 안성봉, Seon Uk-hyeon, 이인철;Park Chan-wook;Moho Film, Yong Film, CJ Entertainment
